,name,brand,2G,3G,4G,5G,Announced,Status,Weight,Length,Width,Diameter,SIM,Display Type,Display Size,ppi,body ratio,OS,battery_capacity,Price,CPU,ratio,pixel,WLAN,Colors,Sensors,Bluetooth,GPU,Loudspeaker,3.5mm jack,Chipset,Network,Card slot,Storage,RAM
2185,lenovo lepad s2005,lenovo,True,True,False,False,2011.0,Discontinued,198.0,155.5,81.7,10.0,Mini-SIM,IPS LCD,5.0,187.0,56.0,Android 2.3,1680.0,,2.0,5:3,384000.0,"Wi-Fi 802.11 b/g/n, hotspot",Black/Orange,"Accelerometer, proximity, compass","3.0, A2DP",Adreno 220,True,True,Qualcomm MSM8260 Snapdragon S3,GSM / HSPA HSPA 14.4/5.76 Mbps,microSDHC (dedicated slot),8GB,1GB
2186,lenovo ideapad a1,lenovo,True,False,False,False,2011.0,Discontinued,400.0,195.0,125.0,12.0,,TFT,7.0,170.0,56.6,Android 2.3,,170.0,,16:9,614400.0,"Wi-Fi 802.11 b/g/n, hotspot","Pink, White, Black, Blue","Accelerometer, compass","2.1, A2DP, EDR",,True,True,,No cellular connectivity None,microSDHC (dedicated slot),16GB,512MB
2187,lenovo ideapad k1,lenovo,True,True,False,False,2011.0,Discontinued,750.0,264.0,189.0,13.3,,TFT,10.1,149.0,59.3,Android 3.1,7400.0,330.0,2.0,16:10,1024000.0,"Wi-Fi 802.11 b/g/n, hotspot","White, Black, Red, Brown","Accelerometer, compass","2.1, A2DP, EDR",ULP GeForce,False,True,Nvidia Tegra 2 T20,"HSPA / EVDO EV-DO Rev.A 3.1 Mbps, HSPA (region dependent)",microSDHC (dedicated slot),16GB,1GB
2188,lenovo thinkpad,lenovo,True,True,False,False,2011.0,Discontinued,730.0,260.0,181.7,14.0,,IPS LCD,10.1,149.0,62.6,Android 3.1,3250.0,,2.0,16:10,1024000.0,Wi-Fi 802.11 b/g/n,Black,"Accelerometer, gyro, compass","2.0, A2DP",,True,True,Nvidia Tegra 2,HSPA HSPA (region dependent),3-in-1 card reader,16GB,1GB
2189,lenovo k12,lenovo,True,True,True,False,,Cancelled,180.0,164.9,75.7,8.9,Nano-SIM,IPS LCD,6.5,270.0,81.7,Android 10,4000.0,,8.0,20:9,1152000.0,Wi-Fi 802.11 b/g/n,"Mineral Gray, Aqua Blue","Fingerprint (rear-mounted), accelerometer, proximity","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6762G Helio G25 (12 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (uses shared SIM slot),32GB,2GB
2190,lenovo k7,lenovo,True,True,True,False,2020.0,Cancelled,,,,,Nano-SIM,IPS LCD,6.09,276.0,,Android 10,4000.0,,8.0,19:9,1094400.0,Wi-Fi 802.11 b/g/n,"Blue, Black","Fingerprint (rear-mounted), accelerometer, proximity","5.0, A2DP, LE",IMG8322,True,True,Unisoc SC9863A (28nm),"GSM / CDMA / HSPA / LTE HSPA, LTE-A",microSDXC (uses shared SIM slot),,
2191,lenovo zuk z1 mini,lenovo,True,True,True,False,2016.0,Cancelled,,,,,Micro-SIM,IPS LCD,4.7,312.0,,Android 5.1.1,,,8.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","White, Black","Fingerprint (front-mounted), accelerometer, proximity","4.0, A2DP",Mali-T860MP2,True,True,Mediatek MT6755 Helio P10 (28 nm),"GSM / CDMA / HSPA / LTE HSPA, LTE Cat4 150/50 Mbps",No,16GB,2GB
2192,lenovo a5860,lenovo,True,True,True,False,,Cancelled,149.0,152.0,76.2,8.5,,IPS LCD,5.5,267.0,72.0,Android 5.0,,,4.0,16:9,921600.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","White, Silver, Gray, Black","Accelerometer, gyro, proximity, compass","4.0, A2DP",,True,True,,"GSM / HSPA / LTE HSPA, LTE",microSDHC (dedicated slot),8GB,1GB
2193,lenovo ideapad,lenovo,True,False,False,False,,Cancelled,360.0,215.0,130.0,9.3,,IPS LCD,8.0,189.0,66.4,Phone 8.1,,130.0,4.0,16:10,1024000.0,"Wi-Fi 802.11 b/g/n, hotspot",Black/silver,Accelerometer,"4.0, A2DP",,True,True,Intel Atom,No cellular connectivity No,microSDXC (dedicated slot),16GB,2GB
2194,lenovo vibe z3 pro,lenovo,True,True,True,False,2015.0,Cancelled,,,,,,IPS LCD,5.5,534.0,,Android 5.0.2,3400.0,,8.0,16:9,3686400.0,"Wi-Fi 802.11 a/b/g/n, dual band, hotspot","Black, White, Gold","Accelerometer, gyro, proximity, compass","4.0, A2DP",Adreno 430,True,True,Qualcomm MSM8994 Snapdragon 810 (20 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (uses shared SIM slot),32GB,4GB
2195,lg ultra tab,lg,True,True,True,False,2022.0,Available,458.0,247.6,157.3,7.1,,IPS LCD,10.35,225.0,78.3,Android 12,7040.0,320.0,8.0,5:3,2400000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",Charcoal Gray,Accelerometer,"5.1, A2DP",Adreno 610,False,True,Qualcomm SM6225 Snapdragon 680 4G (6 nm),No cellular connectivity None,microSDXC (dedicated slot),64GB,4GB
2196,lg w41 pro,lg,True,True,True,False,2021.0,Available,201.0,166.5,77.3,9.3,Nano-SIM,"IPS LCD, 400 nits (typ)",6.55,280.0,91.9,Android 10,5000.0,180.0,8.0,16:9,1440000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Magic Blue, Laser Blue","Fingerprint (rear-mounted), accelerometer, proximity","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6765G Helio G35 (12 nm),"GSM / HSPA / LTE HSPA, LTE",microSDXC (dedicated slot),128GB,6GB
2197,lg w41+,lg,True,True,True,False,2021.0,Available,201.0,166.5,77.3,9.3,Nano-SIM,"IPS LCD, 400 nits (typ)",6.55,280.0,91.9,Android 10,5000.0,170.0,8.0,16:9,1440000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Magic Blue, Laser Blue","Fingerprint (rear-mounted), accelerometer, proximity","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6765G Helio G35 (12 nm),"GSM / HSPA / LTE HSPA, LTE",microSDXC (dedicated slot),128GB,4GB
2198,lg w41,lg,True,True,True,False,2021.0,Available,201.0,166.5,77.3,9.3,Nano-SIM,"IPS LCD, 400 nits (typ)",6.55,280.0,91.9,Android 10,5000.0,160.0,8.0,16:9,1440000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Magic Blue, Laser Blue","Fingerprint (rear-mounted), accelerometer, proximity","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6765G Helio G35 (12 nm),"GSM / HSPA / LTE HSPA, LTE",microSDXC (dedicated slot),64GB,4GB
2199,lg w31+,lg,True,True,True,False,2020.0,Available,173.6,166.2,76.3,8.4,Nano-SIM,IPS LCD,6.52,269.0,80.9,Android 10,4000.0,140.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Midnight Blue,"Fingerprint (rear-mounted), accelerometer, proximity","4.2, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6762 Helio P22 (12 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),128GB,4GB
2200,lg w31,lg,True,True,True,False,2020.0,Available,173.6,166.2,76.3,8.4,Nano-SIM,IPS LCD,6.52,269.0,80.9,Android 10,4000.0,130.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Midnight Blue,"Fingerprint (rear-mounted), accelerometer, proximity","4.2, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6762 Helio P22 (12 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),64GB,4GB
2201,lg w11,lg,True,True,True,False,2020.0,Cancelled,,166.2,76.3,8.4,Nano-SIM,IPS LCD,6.52,269.0,80.9,Android 10,4000.0,110.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Midnight Blue,Accelerometer,"4.2, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6762 Helio P22 (12 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),32GB,3GB
2202,lg k92 5g,lg,True,True,True,True,2020.0,Available,202.4,166.4,77.2,8.4,Nano-SIM,IPS LCD,6.7,393.0,84.4,Android 10,4000.0,340.0,8.0,20:9,2592000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Titan Gray,"Fingerprint (side-mounted), accelerometer, proximity, compass","5.1, A2DP, LE",Adreno 619L,False,True,Qualcomm SM6350 Snapdragon 690 5G (8 nm),"GSM / HSPA / LTE / 5G HSPA, LTE-A, 5G",microSDXC,128GB,6GB
2203,lg k62,lg,True,True,True,False,2020.0,Available,186.0,165.0,76.7,8.4,Nano-SIM,IPS LCD,6.6,266.0,83.1,Android 10,4000.0,290.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","White, Sky Blue, Red","Fingerprint (side-mounted), accelerometer, proximity, compass","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6765 Helio P35 (12nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",microSDXC,64GB,4GB
2204,lg q52,lg,True,True,True,False,2020.0,Available,186.0,165.0,76.7,8.4,Nano-SIM,IPS LCD,6.6,266.0,83.1,Android 10,4000.0,240.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Silky White, Silky Red","Fingerprint (side-mounted), accelerometer, proximity, compass","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6765 Helio P35 (12nm),"GSM / HSPA / LTE HSPA, LTE",microSDXC,64GB,4GB
2205,lg k52,lg,True,True,True,False,2020.0,Available,188.0,165.0,76.7,8.4,Nano-SIM,IPS LCD,6.6,266.0,83.1,Android 10,4000.0,220.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n or Wi-Fi 802.11 a/b/g/n/ac, dual-band","White, Blue, Red","Fingerprint (side-mounted), accelerometer, proximity, compass","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6765 Helio P35 (12nm),"GSM / HSPA / LTE HSPA, LTE",microSDXC,64GB,4GB
2206,lg k42,lg,True,True,True,False,2020.0,Available,182.0,165.0,76.7,8.4,Nano-SIM,IPS LCD,6.6,266.0,83.1,Android 10,4000.0,140.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Gray, Green","Fingerprint (side-mounted), accelerometer, proximity, compass","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6762 Helio P22 (12 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",microSDXC,64GB,3GB
2207,lg k71,lg,True,True,True,False,2020.0,Available,220.0,171.4,77.7,8.7,Nano-SIM,IPS LCD,6.8,395.0,82.5,Android 10,4000.0,,8.0,,2656800.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",White,"Fingerprint (rear-mounted), accelerometer, proximity","5.0, A2DP, LE",PowerVR GE8320,False,True,Mediatek MT6765 Helio P35 (12nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",microSDXC (dedicated slot),128GB,4GB
2208,lg wing 5g,lg,True,True,True,True,2020.0,Available,260.0,169.5,74.5,10.9,Nano-SIM,Rotating P-OLED,6.8,395.0,87.0,Android 10,4000.0,850.0,8.0,,2656800.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","Aurora Gray, Illusion Sky","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5.1, A2DP, LE, aptX",Adreno 620,True,False,Qualcomm SM7250 Snapdragon 765G 5G (7 nm),"GSM / CDMA / HSPA / LTE / 5G HSPA, LTE-A (CA), 5G",microSDXC (uses shared SIM slot),128GB,8GB
2209,lg k22,lg,True,True,True,False,2020.0,Available,169.5,155.7,75.4,8.4,Nano-SIM,"IPS LCD, 400 nits (typ)",6.2,271.0,81.7,Android 10,3000.0,140.0,4.0,19:9,1094400.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Titan, Blue","Accelerometer, proximity, compass","5.0, A2DP, LE",Adreno 308,True,True,Qualcomm QM215 Snapdragon 215 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC,32GB,2GB
2210,lg q92 5g,lg,True,True,True,True,2020.0,Available,193.0,166.5,77.3,8.5,Nano-SIM,IPS LCD,6.67,395.0,83.5,Android 10,4000.0,360.0,8.0,20:9,2592000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","White, Dark Blue, Red","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5.0, A2DP, LE",Adreno 620,False,True,Qualcomm SM7250 Snapdragon 765G 5G (7 nm),"GSM / HSPA / LTE / 5G HSPA, LTE-A (CA), 5G",microSDXC,128GB,6GB
2211,lg q31,lg,True,True,True,False,2020.0,Available,145.0,147.9,71.0,8.7,Nano-SIM,IPS LCD,5.7,295.0,77.2,Android 10,3000.0,150.0,8.0,19:9,1094400.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Silver,Accelerometer,"5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6762 Helio P22 (12 nm),"GSM / HSPA / LTE HSPA, LTE",microSDXC,32GB,3GB
2212,lg k31,lg,True,True,True,False,2020.0,Available,146.0,147.8,71.1,8.6,Nano-SIM,IPS LCD,5.7,295.0,77.2,Android 10,3000.0,130.0,8.0,19:9,1094400.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Gray,"Fingerprint (rear-mounted), accelerometer","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6762 Helio P22 (12 nm),"GSM / CDMA / HSPA / LTE HSPA, LTE",microSDXC,32GB,2GB
2213,lg velvet 5g uw,lg,True,True,True,True,2020.0,Available,,167.2,74.1,7.9,Nano-SIM,P-OLED,6.8,395.0,88.6,Android 10,4300.0,590.0,8.0,,2656800.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA",Aurora Red,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","5.1, A2DP, LE, aptX HD",Adreno 620,False,True,Qualcomm SM7250 Snapdragon 765G 5G (7 nm),"GSM / CDMA / HSPA / LTE / 5G HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1000/75 Mbps, 5G 2Gbps",microSDXC (uses shared SIM slot),128GB,6GB
2214,lg q61,lg,True,True,True,False,2020.0,Available,,164.5,77.5,8.3,Nano-SIM,IPS LCD,6.53,395.0,82.1,Android 9.0,4000.0,270.0,8.0,5:9,2527200.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",White,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6765 Helio P35 (12nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",microSDXC (dedicated slot),64GB,4GB
2215,lg stylo 6,lg,True,True,True,False,2020.0,Available,219.0,171.2,77.7,8.6,Nano-SIM,IPS LCD,6.8,395.0,82.5,Android 10,4000.0,200.0,8.0,,2656800.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",White,"Fingerprint (rear-mounted), accelerometer, proximity","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6765 Helio P35 (12nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",microSDXC (dedicated slot),64GB,3GB
2216,lg velvet,lg,True,True,True,False,2020.0,Available,180.0,167.1,74.1,7.9,Nano-SIM,P-OLED,6.8,395.0,88.7,Android 10,4300.0,360.0,8.0,,2656800.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Black, Aurora Silver","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","5.1, A2DP, LE",Adreno 630,False,True,Qualcomm SDM845 Snapdragon 845 (10 nm),"GSM / HSPA / LTE HSPA, LTE-A (CA)",microSDXC (uses shared SIM slot),128GB,6GB
2217,lg velvet 5g,lg,True,True,True,True,2020.0,Available,180.0,167.2,74.1,7.9,Nano-SIM,P-OLED,6.8,395.0,88.6,Android 10,4300.0,470.0,8.0,,2656800.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","Aurora White, Aurora Green, Aurora Gray, Illusion Sunset, Red, Pink","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","5.1, A2DP, LE, aptX HD",Adreno 620,False,True,Qualcomm SM7250 Snapdragon 765G 5G (7 nm),"GSM / HSPA / LTE / 5G HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1000/75 Mbps, 5G 2Gbps",microSDXC (uses shared SIM slot),128GB,6GB
2218,lg folder 2,lg,True,True,True,False,2020.0,Available,127.0,107.9,55.0,18.0,Nano-SIM,IPS LCD,2.8,143.0,40.9,,1470.0,150.0,,4:3,76800.0,Wi-Fi 802.11 b/g/n,"White, Platinum Gray",,Yes,,True,False,,"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC,8GB,1GB
2219,lg v60 thinq 5g uw,lg,True,True,True,True,2020.0,Available,218.0,169.3,77.6,8.9,Nano-SIM,"P-OLED, HDR10+",6.8,395.0,83.6,Android 10,5000.0,870.0,8.0,,2656800.0,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","Classy Blue, Classy White","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","5.1, A2DP, LE, aptX HD",Adreno 650,False,True,Qualcomm SM8250 Snapdragon 865 5G (7 nm+),"GSM / CDMA / HSPA / EVDO / LTE / 5G HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat22, 5G",microSDXC (uses shared SIM slot) - dual-SIM model,128GB,8GB
2220,lg v60 thinq 5g,lg,True,True,True,True,2020.0,Available,213.0,169.3,77.6,8.9,Nano-SIM,"P-OLED, HDR10+",6.8,395.0,83.6,Android 10,5000.0,700.0,8.0,,2656800.0,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","Classy Blue, Classy White","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","5.1, A2DP, LE, aptX HD",Adreno 650,False,True,Qualcomm SM8250 Snapdragon 865 5G (7 nm+),"GSM / CDMA / HSPA / EVDO / LTE / 5G HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat22, 5G",microSDXC (uses shared SIM slot) - dual-SIM model,128GB,8GB
2221,lg q51,lg,True,True,True,False,2020.0,Available,,164.5,77.5,8.4,Nano-SIM,IPS LCD,6.5,259.0,82.7,Android 10,4000.0,240.0,8.0,19:9,1094400.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","Frozen White, Moonlight Titanium","Fingerprint (rear-mounted), accelerometer, proximity, compass","5.0, A2DP, LE",PowerVR GE8320,False,True,Mediatek MT6762 Helio P22 (12 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/75 Mbps",microSDXC (dedicated slot),32GB,3GB
2222,lg w10 alpha,lg,True,True,True,False,2020.0,Available,170.0,147.3,71.0,8.9,Nano-SIM,IPS LCD,5.71,293.0,78.1,Android 9.0,3450.0,130.0,8.0,19:9,1088640.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Black, Blue","Accelerometer, proximity","4.1, A2DP, LE",IMG8322,True,True,Unisoc SC9863A (28nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/150 Mbps",microSDXC (dedicated slot),32GB,3GB
2223,lg k61,lg,True,True,True,False,2020.0,Available,191.0,164.5,77.5,8.4,Nano-SIM,IPS LCD,6.53,394.0,82.5,Android 9.0,4000.0,300.0,8.0,5:9,2527200.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNAorWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DNLA","Titanium, White, Blue","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6765 Helio P35 (12nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",microSDXC (dedicated slot),64GB,4GB
2224,lg k51s,lg,True,True,True,False,2020.0,Available,194.5,165.2,76.7,8.3,Nano-SIM,IPS LCD,6.55,282.0,73.8,Android 9.0,4000.0,200.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNAorWi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA","Titanium, Pink, Blue, Red","Fingerprint (rear-mounted), accelerometer, proximity, compass","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6765 Helio P35 (12nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",microSDXC (dedicated slot),64GB,3GB
2225,lg k41s,lg,True,True,True,False,2020.0,Available,191.7,165.8,76.5,8.3,Nano-SIM,IPS LCD,6.55,268.0,81.7,Android 9.0,4000.0,220.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA","Titanium, Black, White","Fingerprint (rear-mounted), accelerometer, proximity, compass","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6762 Helio P22 (12 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),32GB,3GB
2226,lg g pad 5 10 1,lg,True,True,True,False,2019.0,Available,498.0,247.2,150.7,8.0,Nano-SIM,IPS LCD,10.1,224.0,79.4,Android 9.0,8200.0,340.0,4.0,16:10,2304000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Silver,"Fingerprint (side-mounted), accelerometer","4.2, A2DP, LE",Adreno 530,False,True,Qualcomm MSM8996 Snapdragon 821 (14 nm),"GSM / HSPA / LTE HSPA, LTE",microSDXC (dedicated slot),32GB,4GB
2227,lg v50s thinq 5g,lg,True,True,True,True,2019.0,Available,192.0,159.3,75.8,8.4,Nano-SIM,"OLED, HDR10",6.4,403.0,83.3,Android 9.0,4000.0,1100.0,8.0,5:9,2527200.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA",Aurora Black,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","5.0, A2DP, LE, aptX HD",Adreno 640,False,True,Qualcomm SM8150 Snapdragon 855 (7 nm),"GSM / CDMA / HSPA / EVDO / LTE / 5G HSPA 42.2/5.76 Mbps, LTE-A Cat19 1600/75 Mbps, 5G (2+ Gbps DL)",microSDXC (uses shared SIM slot) - dual-SIM model,256GB,8GB
2228,lg g8x thinq,lg,True,True,True,False,2019.0,Available,192.0,159.3,75.8,8.4,Nano-SIM,"OLED, HDR10",6.4,403.0,83.3,Android 9.0,4000.0,560.0,8.0,5:9,2527200.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA",New Aurora Black,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","5.0, A2DP, LE, aptX HD",Adreno 640,False,True,Qualcomm SM8150 Snapdragon 855 (7 nm),"GSM / CDMA / HSPA / EVDO / LTE HSPA 42.2/5.76 Mbps, LTE-A Cat20 1960/75 Mbps",microSDXC (uses shared SIM slot) - dual-SIM model,128GB,6GB
2229,lg q70,lg,True,True,True,False,2019.0,Available,198.0,162.1,76.8,8.3,Nano-SIM,IPS LCD,6.4,398.0,81.4,Android 9.0,4000.0,320.0,8.0,,2494800.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA",Mirror Black,"Fingerprint (rear-mounted), accelerometer, proximity, compass","5.0, A2DP, LE",Adreno 612,True,True,Qualcomm SDM675 Snapdragon 675 (11 nm),"GSM / CDMA / HSPA / EVDO / LTE HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps",microSDXC (dedicated slot),64GB,4GB
2230,lg k30 (2019),lg,True,True,True,False,2019.0,Available,148.0,146.9,71.5,8.5,Nano-SIM,IPS LCD,5.45,295.0,73.0,Android 9.0,3000.0,140.0,4.0,18:9,1036800.0,Wi-Fi 802.11 b/g/n,"New Aurora Black, New Moroccan Blue","Accelerometer, proximity","5.0, A2DP, LE",Adreno 308,True,True,Qualcomm MSM8917 Snapdragon 425 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC (uses shared SIM slot),16GB,2GB
2231,lg k20 (2019),lg,True,True,True,False,2019.0,Available,152.0,148.6,71.9,8.3,Nano-SIM,IPS LCD,5.45,197.0,71.7,Android 9.0,3000.0,100.0,4.0,18:9,460800.0,Wi-Fi 802.11 b/g/n,"New Aurora Black, New Moroccan Blue","Accelerometer, proximity","5.0, A2DP, LE",PowerVR GE8100,True,True,Mediatek MT6739 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),16GB,1GB
2232,lg k40s,lg,True,True,True,False,2019.0,Available,186.0,156.3,73.9,8.6,Nano-SIM,IPS LCD,6.1,276.0,80.4,Android 9.0,3500.0,160.0,8.0,19:9,1094400.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","New Aurora Black, New Moroccan Blue","Fingerprint (rear-mounted), accelerometer, proximity","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6762 Helio P22 (12 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",microSDXC (dedicated slot),32GB,2GB
2233,lg k50s,lg,True,True,True,False,2019.0,Available,194.0,165.8,77.5,8.2,Nano-SIM,IPS LCD,6.5,259.0,82.1,Android 9.0,4000.0,200.0,8.0,19:9,1094400.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","New Aurora Black, New Moroccan Blue","Fingerprint (rear-mounted), accelerometer, proximity","5.0, A2DP, LE",PowerVR GE8320,True,True,Mediatek MT6762 Helio P22 (12 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",microSDXC (dedicated slot),32GB,3GB
2234,lg w30 pro,lg,True,True,True,False,2019.0,Available,172.0,157.7,75.9,8.3,Nano-SIM,IPS LCD,6.22,270.0,80.7,Android 9.0,4050.0,190.0,8.0,19:9,1094400.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Midnight Blue, Midnight Purple","Fingerprint (rear-mounted), accelerometer, gyro, proximity","4.2, A2DP, LE",Adreno 506,True,True,Qualcomm SDM632 Snapdragon 632 (14 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),64GB,4GB
